case_key,vendor,model,spacing_z,thick_mm,th_bin
378fa7addff1,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
7011cfa1e67e,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
1eff426078f3,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
bcddf70bc939,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
87c07444b3ac,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
472c96acf060,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
5c2e424c224b,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
240a73430f24,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
59e96521a696,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
0a7af4d6bc80,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
e0913da9ede2,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
712a448fe427,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
75909ac349fc,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
68cae51ddd75,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
3456fd3f0c3b,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
4f17de8ae4fa,SIEMENS,Skyra,1.5,1.5,thin<=2.0
1e2e6a8d379b,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
4c391a112208,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
9afef07c3a3d,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
1060849daae4,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
4b9b941ff06a,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
63d9f9b5723e,SIEMENS,Skyra,1.5,1.5,thin<=2.0
993f0d9c09bd,SIEMENS,Verio,1.5,1.5,thin<=2.0
db8b5d41b78d,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
b18ae157f91f,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
06daabee2b08,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
b219eee17d3b,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
9deaeccc0aa7,SIEMENS,Skyra,1.5,1.5,thin<=2.0
a78d7e042a87,SIEMENS,Skyra,1.5,1.5,thin<=2.0
9ef4533f8a8c,SIEMENS,Skyra,1.5,1.5,thin<=2.0
3c74a3d4fb5c,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
c5d685dfa87d,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
4cc5e810952f,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
194a513d5694,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
e435ea59b581,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
7318161f15f3,SIEMENS,Skyra,1.5,1.5,thin<=2.0
5d42ffb568e1,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
5a340567d5f4,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
2e8dd5b21e6e,SIEMENS,Verio,1.5,1.5,thin<=2.0
e19cc352b97d,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
b8233a9b2ecf,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
3120ae58b41d,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
1d8e7cc35b4a,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
744393931db6,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
680494b566dd,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
e5c026a13979,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
4bc4fb5357b9,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
f4d394dc9b6d,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
1c09b8910531,SIEMENS,Skyra,1.5,1.5,thin<=2.0
4877757e440e,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
67171ba5c18a,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
bab1742fee45,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
0b59f521ddbb,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
a2187852359c,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
e6155dabc47e,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
ae85be5e882f,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
4c9df5ef04de,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
a8a4045622b3,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
2a52a5cf75dd,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
379b6b128121,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
0d43bfd79fd4,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
73e7c95aa9ac,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
accf23b4c5c4,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
130eea7aee58,SIEMENS,Verio,1.5,1.5,thin<=2.0
5fac4f2d08b5,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
880801698c36,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
3c9af3cd437c,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
f2a102e31473,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
9cd7522a8e8f,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
3755e56cd416,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
d80666bfd7f9,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
678e56246fc1,GE MEDICAL SYSTEMS,Signa HDxt,3.5,3.5,thick>3.2
d5e1e99187e7,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
10c3a9b1718e,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
eb26207f2f2b,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
167ed5cd7528,GE MEDICAL SYSTEMS,Signa HDxt,3.5,3.5,thick>3.2
443479ea1995,GE MEDICAL SYSTEMS,Signa HDxt,3.5,3.5,thick>3.2
265b29a0e389,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
85c917e0ba4c,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
6456b1fd5260,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
51a16d1f4413,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
6de768113ad2,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
730479cef15b,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
4f76946aa484,SIEMENS,Skyra,1.5,1.5,thin<=2.0
5e5fff21dc6a,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
30381d5ad518,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
7e909ea8ec6c,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
2c2d18efa543,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
7247d9dfc436,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
e09c44adf166,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
4012b43864a4,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
1bbf540a4bee,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
22aeaec8722a,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
919f69d89523,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
22a0a5ed6435,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
6bd5f0a61c42,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
e25c46aa5e49,SIEMENS,Verio,1.0,1.0,thin<=2.0
64ea39d2351b,SIEMENS,Verio,1.7,1.7,thin<=2.0
45ce1402bc74,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
8ed74092713f,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
8c1c9bc430ea,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
7d793f395b9c,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
f7c5374cfbdb,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
14db286fe6b4,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
60064c276361,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
67718488630d,SIEMENS,Verio,1.14,1.14,thin<=2.0
9a88cf24a80a,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
e633352d6362,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
c79400fbab29,SIEMENS,Verio,1.33,1.33,thin<=2.0
76a7a54f9769,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
766b896abf7b,SIEMENS,Skyra,1.5,1.5,thin<=2.0
6c6c3cd3742e,SIEMENS,Verio,1.0,1.0,thin<=2.0
fea5e3647d17,SIEMENS,Verio,1.0,1.0,thin<=2.0
1f6d5ab7c389,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
d65142bb1c19,SIEMENS,Verio,1.37,1.37,thin<=2.0
63c0bf5d1072,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
829eb53a11a8,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
8771d44c59df,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
d7186200417f,SIEMENS,Verio,1.34,1.34,thin<=2.0
85147c879e66,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
65e59fef8864,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
a8bfe2ba043f,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
5da72e23e35c,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
48466eadb336,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
04dabc36c348,GE MEDICAL SYSTEMS,Signa HDxt,3.5,3.5,thick>3.2
f5fcd48e596d,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
1e8db4ae0f74,SIEMENS,Skyra,1.53,1.53,thin<=2.0
a96f05d7a5b9,SIEMENS,Verio,1.0,1.0,thin<=2.0
f83107993ef2,SIEMENS,Skyra,2.05,2.05,mid2.0-3.2
532c02a10efb,SIEMENS,Skyra,1.5,1.5,thin<=2.0
acce6a7dd443,SIEMENS,Verio,1.0,1.0,thin<=2.0
77176e1087f2,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
99ef3f590c66,SIEMENS,Verio,1.0,1.0,thin<=2.0
682512eb2fc0,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
9d97500af9c4,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
debe4479d1ca,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
c846d8ca2e13,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
3689e3f5eeb8,SIEMENS,Skyra,1.5,1.5,thin<=2.0
d6e3182dc762,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
b00d9e6ee071,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
f519f96fde39,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
427ac9d4bdfe,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
302688160f8e,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
ae04fc7d6166,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
6a0cbd554b3e,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
71b0e19aaf7c,SIEMENS,Verio,1.45,1.45,thin<=2.0
c000c3972918,SIEMENS,Verio,1.31,1.31,thin<=2.0
cb2f867c30ba,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
2ce365673835,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
dc59819cd397,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
34e754db9d89,SIEMENS,Verio,1.26,1.26,thin<=2.0
3073bd8e3bdc,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
2b5d7bb5ede0,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
0e1f96e23f50,GE MEDICAL SYSTEMS,Signa HDxt,4.0,4.0,thick>3.2
